,model_name,original_length,num_stable,num_unique,num_sun_materials,num_ssun,num_correct_sg
0,qwen_7b_wyckoff_sft_extrapolate_3_temp0.7,915,153,123,119,55,369
0,plaid_it6_temp1.1_samples_extrapolate_3,942,270,239,229,70,325
