,model_name,original_length,num_stable,num_unique,num_sun_materials,num_ssun,num_correct_sg
0,plaid_it6_temp1.1_samples_extrapolate,906,179,155,154,102,657
0,qwen_7b_wyckoff_sft_extrapolate_temp0.7,868,124,103,103,64,562
